Time,volts,current,watts,amp_hour,watt_hour
1518681251.1397324,4.035,24.999,100.862,21.773974404318725,0
1518681256.895773,4.036,24.999,100.898,21.813945309398566,0
1518681262.6494467,4.038,24.999,100.969,21.85389977915505,0
1518681268.4089284,4.04,24.999,101.004,21.893894579774532,0
1518681274.1698372,4.042,24.999,101.039,21.933899290925456,0
1518681279.9288867,4.043,24.999,101.075,21.97389108990887,0
1518681285.688645,4.045,24.999,101.11,22.01388781104564,0
1518681291.4490476,4.046,24.999,101.146,22.05388900731881,0
1518681297.2094443,4.047,24.999,101.181,22.093890162201518,0
1518681302.9703271,4.049,24.999,101.217,22.133894692890042,0
1518681308.7307646,4.05,24.999,101.252,22.173896130883488,0
1518681314.49312,4.052,24.999,101.288,22.21391088667094,0
1518681320.2533996,4.053,24.999,101.323,22.25391122864504,0
1518681326.0122132,4.055,24.999,101.359,22.293901390221908,0
1518681331.7708468,4.056,24.999,101.394,22.33389030180692,0
1518681337.53109,4.057,24.999,101.43,22.373890390471413,0
1518681343.291666,4.059,24.999,101.465,22.413892790379123,0
1518681349.0508378,4.06,24.999,101.501,22.45388543869475,0
1518681354.8062346,4.062,24.999,101.536,22.49385187360505,0
1518681360.5702279,4.063,24.999,101.607,22.533878003490564,0
1518681366.3286529,4.066,24.999,101.642,22.573865466409522,0
1518681372.0869253,4.067,24.999,101.678,22.613851869732734,0
1518681377.8427596,4.069,24.999,101.713,22.653821342702702,0
1518681383.5990212,4.07,24.999,101.749,22.693793782540755,0
1518681389.3573081,4.072,24.999,101.784,22.73378028685669,0
1518681395.1168954,4.073,24.999,101.82,22.7737758209151,0
1518681400.878283,4.074,24.999,101.855,22.813783856547673,0
1518681406.6367912,4.076,24.999,101.89,22.853771897277433,0
1518681412.3896894,4.077,24.999,101.926,22.893720981307425,0
1518681418.1477447,4.079,24.999,101.961,22.93370587636232,0
1518681423.9049058,4.08,24.999,101.997,22.973684562848405,0
1518681429.661607,4.082,24.999,102.032,23.013660055646692,0
1518681435.420741,4.083,24.999,102.068,23.05365244237462,0
1518681441.1790686,4.084,24.999,102.103,23.093639228145673,0
1518681446.9365778,4.086,24.999,102.139,23.13362033183455,0
1518681452.690175,4.089,24.999,102.21,23.173574270137543,0
1518681458.4478714,4.089,24.999,102.245,23.213556673486824,0
1518681464.2056663,4.091,24.999,102.281,23.253539760606483,0
1518681469.960404,4.093,24.999,102.316,23.293501617732044,0
1518681475.7194347,4.094,24.999,102.352,23.333493287577227,0
1518681481.4777703,4.096,24.999,102.387,23.373480129639304,0
1518681487.237048,4.097,24.999,102.423,23.41347351304948,0
1518681492.9961264,4.099,24.999,102.458,23.453465514018337,0
1518681498.7527115,4.1,24.999,102.494,23.49344020053049,0
1518681504.511805,4.101,24.999,102.529,23.5334323058033,0
1518681510.264405,4.103,24.999,102.565,23.573379318654734,0
1518681516.0231657,4.104,24.999,102.6,23.613369112684328,0
1518681521.7823522,4.106,24.999,102.635,23.653361863648293,0
1518681527.5409122,4.107,24.999,102.671,23.693350263647236,0
1518681533.3007004,4.108,24.999,102.742,23.733347193391918,0
1518681539.0594459,4.11,24.999,102.777,23.773336881461937,0
1518681544.817154,4.113,24.999,102.812,23.813319365936515,0
1518681550.5762713,4.114,24.999,102.848,23.85331163677116,0
1518681556.3360643,4.116,24.999,102.883,23.893308599628206,0
1518681562.0955229,4.117,24.999,102.919,23.93330323965271,0
1518681567.8541882,4.118,24.999,102.954,23.97329237143496,0
1518681573.6131115,4.12,24.999,102.99,24.01328329459627,0
1518681579.372218,4.121,24.999,103.025,24.053275489272472,0
1518681585.1305463,4.123,24.999,103.061,24.093262281665996,0
1518681590.8896701,4.124,24.999,103.096,24.13325459720234,0
1518681596.6492424,4.125,24.999,103.132,24.173250026956794,0
1518681602.4074516,4.127,24.999,103.167,24.213235991541143,0
1518681608.1657467,4.128,24.999,103.203,24.2532225521481,0
1518681613.923959,4.13,24.999,103.238,24.293208538255488,0
1518681619.6820397,4.131,24.999,103.274,24.33319361046155,0
1518681625.4395225,4.133,24.999,103.345,24.37317453037679,0
1518681631.1949315,4.134,24.999,103.38,24.413141049723624,0
1518681636.9535277,4.137,24.999,103.416,24.453129701376557,0
1518681642.712197,4.138,24.999,103.451,24.493118861304325,0
1518681648.4708502,4.14,24.999,103.486,24.53310790865004,0
1518681654.229055,4.141,24.999,103.522,24.573093841777645,0
1518681659.9830282,4.143,24.999,103.557,24.613050390990775,0
1518681665.741329,4.144,24.999,103.593,24.653036991332574,0
1518681671.4937484,4.145,24.999,103.628,24.69298275088092,0
1518681677.2528608,4.147,24.999,103.664,24.73297498694758,0
1518681683.0115397,4.148,24.999,103.699,24.772964213100078,0
1518681688.7695336,4.15,24.999,103.735,24.81294868266106,0
1518681694.529255,4.151,24.999,103.77,24.852945147176982,0
1518681700.2891064,4.152,24.989,103.768,24.89292651607315,0
1518681706.0479295,4.154,24.507,101.699,24.93212970471005,0
1518681711.805233,4.152,23.942,99.414,24.9704189713296,0
1518681717.563873,4.154,23.426,97.277,25.00789172183852,0
1518681723.3247895,4.154,22.961,95.275,25.04463516714454,0
1518681729.0820768,4.154,22.506,93.353,25.080627808022502,0
1518681734.8426754,4.152,22.029,91.356,25.115877871319853,0
1518681740.5995848,4.154,21.703,90.019,25.15058403911604,0
1518681746.3557386,4.152,21.261,88.41,25.184578924229477,0
1518681752.1162372,4.152,20.936,86.773,25.21807942342182,0
1518681757.869722,4.154,20.555,85.391,25.250930223016805,0
1518681763.6287801,4.152,20.202,83.801,25.283248138157195,0
1518681769.3876765,4.152,19.841,82.511,25.31498765551759,0
1518681775.1464891,4.154,19.563,81.145,25.346282003346417,0
1518681780.907066,4.152,19.262,79.882,25.377104290421276,0
1518681786.6669881,4.152,18.93,78.553,25.40739188041634,0
1518681792.4291804,4.152,18.552,77.226,25.437086377807724,0
1518681798.192183,4.152,18.224,75.517,25.46625997780853,0
1518681803.9442577,4.152,17.893,74.324,25.494849386957885,0
1518681809.7045317,4.152,17.749,73.493,25.523249137525692,0
1518681815.4614842,4.154,17.434,72.276,25.551128779277537,0
1518681821.2227354,4.152,17.156,71.153,25.578584341993864,0
1518681826.9783769,4.152,16.823,69.918,25.60548077429626,0
1518681832.7413604,4.154,16.517,68.696,25.631921663037872,0
1518681838.5026789,4.154,16.32,67.66,25.65803963998947,0
1518681844.2604887,4.152,16.058,66.611,25.683722670825922,0
1518681850.0202162,4.152,15.784,65.542,25.708975875968473,0
1518681855.7834456,4.152,15.496,64.378,25.733783376612735,0
1518681861.5417578,4.154,15.332,63.624,25.758307388567996,0
1518681867.2993674,4.154,15.077,62.514,25.78242057746424,0
1518681873.0583858,4.154,14.856,61.687,25.806186126815614,0
1518681878.817709,4.154,14.655,60.772,25.829631371350423,0
1518681884.5770748,4.154,14.382,59.662,25.85264003770961,0
1518681890.3375876,4.154,14.177,58.886,25.87532525725802,0
1518681896.0967042,4.154,13.969,57.948,25.8976722296132,0
1518681901.8580947,4.154,13.753,57.125,25.91968234150933,0
1518681907.6147847,4.152,13.594,56.396,25.9414202426772,0
1518681913.3754478,4.154,13.368,55.611,25.962811504738003,0
1518681919.133635,4.154,13.18,54.766,25.983892868219947,0
1518681924.8922362,4.154,13.015,54.008,26.00471181112839,0
1518681930.650377,4.154,12.76,52.973,26.025121221305728,0
1518681936.4115772,4.154,12.636,52.42,26.04534303397119,0
1518681942.1709275,4.154,12.472,51.774,26.065295983121064,0
1518681947.9308467,4.154,12.287,50.966,26.08495490723206,0
1518681953.687308,4.154,12.09,50.176,26.104287023372983,0
1518681959.4488945,4.154,11.989,49.702,26.12347470661786,0
1518681965.209618,4.154,11.816,49.057,26.14238268160383,0
1518681970.9689069,4.154,11.603,47.991,26.16094518932753,0
1518681976.727529,4.154,11.544,47.905,26.17941117108438,0
1518681982.4861896,4.154,11.281,46.809,26.197456573784287,0
1518681988.2425408,4.154,11.176,46.497,26.215326846388383,0
1518681994.003531,4.154,11.008,45.553,26.2329426740251,0
1518681999.7632694,4.154,10.881,45.172,26.250351483475963,0
1518682005.52452,4.154,10.754,44.61,26.267561618985138,0
1518682011.2842228,4.154,10.634,44.054,26.284575141446524,0
1518682017.0454693,4.154,10.479,43.529,26.30134516963376,0
